Task_ID,Task_Name,Module,Assigned_Team,Estimated_Duration,Actual_Duration,Delay_Risk (%),Workload (%),Needed_Resources,Priority_Level,Resource_Availability,Required_Experience (Years),Planning_Conflict,Adaptability_Score,Scrum_Sprint_Count,Sprint_Velocity,Mapped_Role,AI_Willingness,AI_Usage_Percentage,AI_Familiarity,AI_Familiarity_Score,Agile_Familiarity,Agile_Familiarity_Score,Duration_Accuracy,Velocity_to_Experience_Ratio,AI_Adaptability_Index,Module_Encoded,Assigned_Team_Encoded,Needed_Resources_Encoded,Priority_Level_Encoded,Resource_Availability_Encoded,Planning_Conflict_Encoded,Mapped_Role_Encoded,AI_Familiarity_Encoded,Agile_Familiarity_Encoded
TASK_229,Task 229,Sprint Planning,QA,0.5333333333333334,0.8,0.0,0.5714285714285714,,High,Available,0.33333333333333337,No Conflict,0.46,0.5,0.9000000000000004,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.11027568922305764,0.25625,0.2902912621359223,3,4,3,1,0,0,1,0,0
TASK_230,Task 230,Sprint Planning,Backend,0.2,0.8500000000000001,0.0,0.0,,Medium,Available in March,0.0,No Conflict,0.13,0.6666666666666667,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.0430622009569378,0.69375,0.13,3,0,3,3,1,0,0,1,0
TASK_231,Task 231,Sprint Planning,Frontend,0.39999999999999997,1.0,1.0,0.0,1 React Dev,Low,Available in March,0.9999999999999999,No Conflict,0.75,0.33333333333333326,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06315789473684211,0.02500000000000001,0.7500000000000001,3,2,1,2,1,0,0,1,0
TASK_232,Task 232,Dashboard,Backend,0.6000000000000001,0.0,0.5,0.0,2 Backend Devs,Medium,Available,0.9999999999999999,No Conflict,0.59,0.6666666666666667,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6842105263157894,0.0062500000000000056,0.59,1,0,2,3,0,0,0,1,0
TASK_233,Task 233,Authentication,Backend,0.6000000000000001,0.8500000000000001,1.0,0.0,1 React Dev,Medium,Available in March,0.16666666666666666,No Conflict,0.05,0.33333333333333326,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11483253588516745,0.39843749999999994,0.05,0,0,1,3,1,0,0,1,0
TASK_234,Task 234,Payment,QA,0.46666666666666673,0.3500000000000001,0.875,1.0,1 QA Tester,High,Available,0.0,Overlaps with Sprint 5,0.1,0.5,0.8500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.21052631578947367,0.934375,0.06310679611650485,2,4,0,1,0,2,1,0,0
TASK_235,Task 235,Dashboard,Frontend,0.26666666666666666,0.30000000000000004,1.0,1.0,,High,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.93,0.9999999999999998,0.20000000000000018,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1626794258373206,0.27812499999999996,0.93,1,2,3,1,1,2,0,1,0
TASK_236,Task 236,Testing,Frontend,0.7333333333333334,0.7000000000000001,1.0,0.5714285714285714,1 React Dev,Low,Available in March,0.9999999999999999,No Conflict,0.43,0.8333333333333333,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.16897506925207753,0.05,0.43,4,2,1,2,1,0,0,1,0
TASK_237,Task 237,Dashboard,DevOps,0.6000000000000001,0.2,0.125,1.0,1 React Dev,High,Available in March,0.9999999999999999,No Conflict,0.74,0.33333333333333326,0.10000000000000009,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.3567251461988304,0.0062500000000000056,0.7399999999999999,1,1,1,1,1,0,0,1,0
TASK_238,Task 238,Testing,Backend,0.06666666666666671,0.6000000000000001,0.0,0.0,1 React Dev,Medium,Available,0.9999999999999999,Overlaps with Holidays,0.63,0.16666666666666674,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.04024767801857586,0.05312500000000002,0.63,4,0,1,3,0,1,0,1,0
TASK_239,Task 239,Authentication,DevOps,0.5333333333333334,0.6000000000000001,0.125,0.0,2 Backend Devs,Critical,Available in March,0.0,Overlaps with Sprint 5,0.43,0.5,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1486068111455108,1.0,0.43,0,1,2,0,1,2,0,1,0
TASK_240,Task 240,Testing,Backend,0.9333333333333333,0.7000000000000001,0.5,0.0,1 QA Tester,Critical,Available in March,0.0,No Conflict,0.78,0.5,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.7593749999999999,0.78,4,0,0,0,1,0,0,1,0
TASK_241,Task 241,Testing,DevOps,0.13333333333333336,0.8,0.875,0.2857142857142858,1 React Dev,High,Busy,0.16666666666666666,Overlaps with Holidays,0.92,0.16666666666666674,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.03508771929824561,0.2453125,0.92,4,1,1,1,2,1,0,1,0
TASK_242,Task 242,Sprint Planning,Frontend,0.06666666666666671,0.8500000000000001,0.5,0.0,1 React Dev,Critical,Busy,0.9999999999999999,Overlaps with Sprint 5,0.69,0.0,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.019138755980861233,0.059375,0.69,3,2,1,0,2,2,0,1,0
TASK_243,Task 243,Sprint Planning,DevOps,0.26666666666666666,0.8,0.875,0.0,1 React Dev,High,Busy,0.9999999999999999,No Conflict,0.65,0.16666666666666674,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06015037593984962,0.04375,0.6499999999999999,3,1,1,1,2,0,0,1,0
TASK_244,Task 244,Sprint Planning,DevOps,0.8,0.8,0.5,0.2857142857142858,1 QA Tester,Low,Available in March,0.6666666666666666,Overlaps with Holidays,0.16,0.8333333333333333,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.16040100250626566,0.08125,0.16,3,1,0,2,1,1,0,1,0
TASK_245,Task 245,Authentication,QA,0.2,0.7000000000000001,0.125,0.2857142857142858,1 QA Tester,High,Busy,0.9999999999999999,No Conflict,0.05,0.33333333333333326,0.25,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.058171745152354556,0.015625000000000014,0.03155339805825243,0,4,0,1,2,0,1,0,0
TASK_246,Task 246,Testing,QA,0.3333333333333333,0.7000000000000001,0.5,0.5714285714285714,,Medium,Available,0.0,No Conflict,0.11,0.16666666666666674,0.4500000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.0858725761772853,0.7593749999999999,0.06941747572815533,4,4,3,3,0,0,1,0,0
TASK_247,Task 247,Dashboard,FullStack,0.6000000000000001,0.0,0.125,0.5714285714285714,,Medium,Available in March,0.6666666666666666,No Conflict,0.17,0.5,0.40000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.6842105263157894,0.0725,0.17,1,3,3,3,1,0,0,1,0
TASK_248,Task 248,Dashboard,QA,0.0,0.8,0.5,0.5714285714285714,1 React Dev,Critical,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.24,0.8333333333333333,0.6000000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.010025062656641603,0.365625,0.15145631067961163,1,4,1,0,1,2,1,0,0
TASK_249,Task 249,Authentication,QA,0.13333333333333336,0.9000000000000001,0.0,0.5714285714285714,,Critical,Available in March,0.9999999999999999,No Conflict,0.46,0.16666666666666674,0.8000000000000003,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.02745995423340962,0.05,0.2902912621359223,0,4,3,0,1,0,1,0,0
TASK_250,Task 250,Testing,FullStack,0.7333333333333334,0.45000000000000007,1.0,0.0,,High,Busy,0.33333333333333337,No Conflict,0.59,0.8333333333333333,0.7000000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.2270833333333333,0.59,4,3,3,1,2,0,0,1,0
TASK_251,Task 251,Sprint Planning,QA,0.3333333333333333,0.0,0.5,1.0,1 QA Tester,Critical,Available,0.16666666666666666,Overlaps with Holidays,0.94,0.8333333333333333,0.9000000000000004,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.47368421052631576,0.4312499999999999,0.5932038834951455,3,4,0,0,0,1,1,0,0
TASK_252,Task 252,Payment,QA,0.39999999999999997,0.7000000000000001,0.5,0.2857142857142858,1 QA Tester,Low,Busy,0.16666666666666666,No Conflict,0.37,0.5,0.9000000000000004,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.09972299168975068,0.4312499999999999,0.23349514563106794,2,4,0,2,2,0,1,0,0
TASK_253,Task 253,Testing,Backend,0.6000000000000001,0.8500000000000001,0.5,0.2857142857142858,2 Backend Devs,Medium,Busy,0.16666666666666666,Overlaps with Sprint 5,0.33,0.6666666666666667,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11483253588516745,0.44218749999999996,0.33000000000000007,4,0,2,3,2,2,0,1,0
TASK_254,Task 254,Payment,FullStack,0.7333333333333334,0.45000000000000007,0.0,0.0,1 QA Tester,Critical,Available,0.0,No Conflict,0.94,0.16666666666666674,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.9781249999999999,0.9399999999999998,2,3,0,0,0,0,0,1,0
TASK_255,Task 255,Payment,DevOps,0.8,0.30000000000000004,0.5,0.0,1 QA Tester,Low,Available in March,0.9999999999999999,Overlaps with Holidays,0.64,0.6666666666666667,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.354066985645933,0.018750000000000017,0.64,2,1,0,2,1,1,0,1,0
TASK_256,Task 256,Testing,Frontend,0.39999999999999997,0.9500000000000002,0.125,0.5714285714285714,1 QA Tester,Low,Busy,0.16666666666666666,Overlaps with Holidays,0.94,0.16666666666666674,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06798245614035087,0.37656249999999997,0.9399999999999998,4,2,0,2,2,1,0,1,0
TASK_257,Task 257,Sprint Planning,FullStack,0.2,0.45000000000000007,0.5,0.2857142857142858,,Critical,Available,0.33333333333333337,No Conflict,0.66,0.9999999999999998,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.09774436090225563,0.20520833333333333,0.6600000000000001,3,3,3,0,0,0,0,1,0
TASK_258,Task 258,Payment,QA,0.39999999999999997,0.9000000000000001,0.0,0.0,2 Backend Devs,Low,Available,0.33333333333333337,Overlaps with Holidays,0.53,0.0,0.15000000000000013,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.07322654462242562,0.14687499999999998,0.3344660194174757,2,4,2,2,0,1,1,0,0
TASK_259,Task 259,Authentication,DevOps,0.0,0.0,1.0,0.5714285714285714,2 Backend Devs,Critical,Busy,0.9999999999999999,Overlaps with Sprint 5,0.06,0.5,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.0,0.06,0,1,2,0,2,2,0,1,0
TASK_260,Task 260,Authentication,QA,0.6000000000000001,0.6000000000000001,0.5,0.0,1 React Dev,High,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.62,0.0,0.75,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.16408668730650153,0.39843749999999994,0.39126213592233006,0,4,1,1,1,2,1,0,0
TASK_261,Task 261,Authentication,QA,0.26666666666666666,0.55,0.875,0.0,1 React Dev,Low,Busy,0.6666666666666666,Overlaps with Sprint 5,0.79,0.6666666666666667,0.10000000000000009,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.09539473684210525,0.04625,0.49854368932038834,0,4,1,2,2,2,1,0,0
TASK_262,Task 262,Testing,FullStack,0.39999999999999997,0.9500000000000002,1.0,1.0,1 QA Tester,Medium,Available,0.16666666666666666,No Conflict,0.33,0.33333333333333326,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06798245614035087,0.39843749999999994,0.33000000000000007,4,3,0,3,0,0,0,1,0
TASK_263,Task 263,Payment,FullStack,0.8666666666666667,0.0,1.0,0.0,2 Backend Devs,Critical,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.98,0.6666666666666667,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.894736842105263,0.33281249999999996,0.98,2,3,2,0,1,2,0,1,0
TASK_264,Task 264,Dashboard,QA,0.46666666666666673,0.6000000000000001,0.5,0.5714285714285714,2 Backend Devs,High,Busy,0.6666666666666666,Overlaps with Sprint 5,0.05,0.16666666666666674,0.3500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.13312693498452013,0.068125,0.03155339805825243,1,4,2,1,2,2,1,0,0
TASK_265,Task 265,Sprint Planning,Frontend,1.0,0.75,0.5,1.0,1 React Dev,Critical,Available,0.0,Overlaps with Holidays,0.43,0.16666666666666674,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,1.0,0.43,3,2,1,0,0,1,0,1,0
TASK_266,Task 266,Dashboard,DevOps,0.06666666666666671,0.45000000000000007,1.0,0.2857142857142858,2 Backend Devs,High,Available in March,0.6666666666666666,No Conflict,0.29,0.6666666666666667,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06015037593984962,0.068125,0.29,1,1,2,1,1,0,0,1,0
TASK_267,Task 267,Testing,Frontend,0.5333333333333334,0.30000000000000004,0.125,0.2857142857142858,1 QA Tester,Medium,Available in March,0.0,Overlaps with Sprint 5,0.39,0.8333333333333333,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2583732057416268,0.8468749999999999,0.39,4,2,0,3,1,2,0,1,0
TASK_268,Task 268,Testing,Frontend,0.06666666666666671,0.5,1.0,0.5714285714285714,2 Backend Devs,Medium,Available,0.6666666666666666,No Conflict,0.88,0.16666666666666674,0.15000000000000013,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.05263157894736842,0.05062499999999999,0.88,4,2,2,3,0,0,0,1,0
TASK_269,Task 269,Authentication,DevOps,0.6000000000000001,0.4,1.0,1.0,,Medium,Busy,0.6666666666666666,Overlaps with Sprint 5,0.6,0.6666666666666667,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.23076923076923073,0.125,0.6,0,1,3,3,2,2,0,1,0
TASK_270,Task 270,Testing,Backend,0.39999999999999997,0.15000000000000002,0.5,0.5714285714285714,,High,Busy,0.16666666666666666,Overlaps with Sprint 5,0.55,0.0,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.30921052631578944,0.3,0.55,4,0,3,1,2,2,0,1,0
TASK_271,Task 271,Testing,Backend,0.39999999999999997,0.4,0.0,0.5714285714285714,1 React Dev,Low,Busy,0.9999999999999999,No Conflict,0.08,0.0,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.1700404858299595,0.05625000000000001,0.08,4,0,1,2,2,0,0,1,0
TASK_272,Task 272,Testing,QA,0.6666666666666667,0.2,0.125,0.0,1 React Dev,Low,Available in March,0.6666666666666666,Overlaps with Holidays,0.91,0.5,0.050000000000000044,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.38596491228070173,0.04187500000000001,0.5742718446601941,4,4,1,2,1,1,1,0,0
TASK_273,Task 273,Dashboard,DevOps,0.8,1.0,0.0,1.0,1 QA Tester,Critical,Available in March,0.0,No Conflict,0.68,0.16666666666666674,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.12631578947368421,0.9562499999999998,0.68,1,1,0,0,1,0,0,1,0
TASK_274,Task 274,Testing,Frontend,0.2,0.10000000000000003,1.0,0.2857142857142858,1 QA Tester,Critical,Busy,0.6666666666666666,No Conflict,0.36,0.33333333333333326,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.08125,0.36,4,2,0,0,2,0,0,1,0
TASK_275,Task 275,Authentication,FullStack,0.7333333333333334,1.0,1.0,0.2857142857142858,,High,Busy,0.0,Overlaps with Holidays,0.41,0.8333333333333333,0.3500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11578947368421053,0.715625,0.41,0,3,3,1,2,1,0,1,0
TASK_276,Task 276,Authentication,Frontend,0.06666666666666671,0.45000000000000007,0.125,0.2857142857142858,1 React Dev,High,Busy,0.33333333333333337,Overlaps with Sprint 5,0.98,0.33333333333333326,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06015037593984962,0.24166666666666664,0.98,0,2,1,1,2,2,0,1,0
TASK_277,Task 277,Dashboard,Backend,0.8666666666666667,0.8,0.125,0.2857142857142858,2 Backend Devs,High,Available,0.16666666666666666,No Conflict,0.2,0.5,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17293233082706766,0.37656249999999997,0.2,1,0,2,1,0,0,0,1,0
TASK_278,Task 278,Authentication,QA,0.5333333333333334,0.3500000000000001,0.0,0.2857142857142858,,High,Available,0.0,No Conflict,0.38,0.8333333333333333,0.9500000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.23245614035087714,0.9781249999999999,0.23980582524271843,0,4,3,1,0,0,1,0,0
TASK_279,Task 279,Authentication,Frontend,0.6666666666666667,0.9500000000000002,0.875,1.0,2 Backend Devs,Critical,Available,0.6666666666666666,Overlaps with Holidays,0.76,0.0,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11184210526315788,0.1075,0.7600000000000001,0,2,2,0,0,1,0,1,0
TASK_280,Task 280,Payment,FullStack,0.8,0.5,0.0,0.0,1 QA Tester,Critical,Busy,0.6666666666666666,Overlaps with Holidays,0.68,0.6666666666666667,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24561403508771928,0.04187500000000001,0.68,2,3,0,0,2,1,0,1,0
TASK_281,Task 281,Sprint Planning,DevOps,0.26666666666666666,0.3500000000000001,0.0,0.0,1 QA Tester,Critical,Available in March,0.0,No Conflict,0.18,0.0,0.8000000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14473684210526316,0.9124999999999999,0.18,3,1,0,0,1,0,0,1,0
TASK_282,Task 282,Authentication,Frontend,0.8666666666666667,0.75,1.0,1.0,,Low,Available,0.6666666666666666,No Conflict,0.51,0.33333333333333326,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18421052631578946,0.09000000000000001,0.51,0,2,3,2,0,0,0,1,0
TASK_283,Task 283,Authentication,Frontend,0.8,0.9000000000000001,0.0,0.0,,Low,Available,0.9999999999999999,Overlaps with Sprint 5,0.13,0.9999999999999998,0.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14187643020594964,0.0,0.13,0,2,3,2,0,2,0,1,0
TASK_284,Task 284,Testing,DevOps,0.9333333333333333,0.9000000000000001,0.875,0.0,1 React Dev,Critical,Busy,0.16666666666666666,No Conflict,0.61,0.8333333333333333,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.16475972540045766,0.4312499999999999,0.61,4,1,1,0,2,0,0,1,0
TASK_285,Task 285,Sprint Planning,FullStack,0.26666666666666666,0.25,0.875,0.5714285714285714,2 Backend Devs,High,Available,0.33333333333333337,Overlaps with Holidays,0.02,0.0,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.18421052631578946,0.1322916666666667,0.02,3,3,2,1,0,1,0,1,0
TASK_286,Task 286,Authentication,QA,0.06666666666666671,0.75,0.875,0.2857142857142858,1 React Dev,Medium,Available,0.9999999999999999,Overlaps with Sprint 5,0.64,0.33333333333333326,0.9000000000000004,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.02631578947368421,0.05625000000000001,0.40388349514563104,0,4,1,3,0,2,1,0,0
TASK_287,Task 287,Testing,Frontend,0.39999999999999997,0.050000000000000044,0.5,0.2857142857142858,,High,Busy,0.16666666666666666,No Conflict,0.33,0.6666666666666667,0.6000000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.4298245614035087,0.365625,0.33000000000000007,4,2,3,1,2,0,0,1,0
TASK_288,Task 288,Sprint Planning,FullStack,0.0,0.8500000000000001,1.0,0.2857142857142858,2 Backend Devs,High,Busy,0.16666666666666666,Overlaps with Sprint 5,0.73,0.6666666666666667,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.007177033492822962,0.33281249999999996,0.73,3,3,2,1,2,2,0,1,0
TASK_289,Task 289,Dashboard,DevOps,0.0,0.3500000000000001,0.875,0.2857142857142858,,Low,Busy,0.33333333333333337,No Conflict,0.4,0.6666666666666667,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.05701754385964912,0.20520833333333333,0.4,1,1,3,2,2,0,0,1,0
TASK_290,Task 290,Testing,Backend,0.6000000000000001,0.9500000000000002,0.0,0.2857142857142858,,Low,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.01,0.16666666666666674,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.10087719298245615,0.44218749999999996,0.01,4,0,3,2,1,2,0,1,0
TASK_291,Task 291,Testing,FullStack,0.8,1.0,0.125,0.0,1 React Dev,Critical,Busy,0.0,No Conflict,0.88,0.8333333333333333,0.9500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.12631578947368421,0.9781249999999999,0.88,4,3,1,0,2,0,0,1,0
TASK_292,Task 292,Payment,Backend,0.6000000000000001,0.45000000000000007,1.0,1.0,1 QA Tester,High,Available,0.0,Overlaps with Sprint 5,0.62,0.16666666666666674,0.5,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.21052631578947367,0.78125,0.62,2,0,0,1,0,2,0,1,0
TASK_293,Task 293,Sprint Planning,QA,0.9333333333333333,0.45000000000000007,0.0,0.0,1 QA Tester,High,Available in March,0.16666666666666666,No Conflict,0.18,0.6666666666666667,0.8500000000000001,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.30451127819548873,0.4203125,0.11359223300970872,3,4,0,1,1,0,1,0,0
TASK_294,Task 294,Authentication,QA,0.6000000000000001,0.75,0.5,1.0,1 QA Tester,Medium,Available in March,0.16666666666666666,Overlaps with Sprint 5,0.34,0.0,0.050000000000000044,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.13157894736842105,0.2453125,0.2145631067961165,0,4,0,3,1,2,1,0,0
TASK_295,Task 295,Payment,Frontend,0.06666666666666671,0.4,1.0,0.2857142857142858,1 React Dev,High,Available in March,0.0,No Conflict,0.36,0.8333333333333333,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.06882591093117409,0.8468749999999999,0.36,2,2,1,1,1,0,0,1,0
TASK_296,Task 296,Testing,Frontend,0.7333333333333334,0.45000000000000007,1.0,0.2857142857142858,2 Backend Devs,Low,Available in March,0.9999999999999999,Overlaps with Sprint 5,0.45,0.8333333333333333,0.75,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.24812030075187969,0.046875000000000014,0.45,4,2,2,2,1,2,0,1,0
TASK_297,Task 297,Dashboard,QA,0.7333333333333334,0.2,0.0,0.0,1 QA Tester,Critical,Busy,0.16666666666666666,Overlaps with Holidays,0.06,0.5,0.9500000000000002,Quality Assurance Engineer,0.0,0.0,Somewhat Familiar,0.0,Somewhat Familiar,0.0,0.4152046783625731,0.44218749999999996,0.03786407766990291,1,4,0,0,2,1,1,0,0
TASK_298,Task 298,Sprint Planning,FullStack,0.06666666666666671,0.0,0.125,0.5714285714285714,2 Backend Devs,Medium,Busy,0.0,Overlaps with Sprint 5,0.65,0.33333333333333326,0.30000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2631578947368421,0.69375,0.6499999999999999,3,3,2,3,2,2,0,1,0
TASK_299,Task 299,Payment,Frontend,0.9333333333333333,0.55,0.875,1.0,1 React Dev,Low,Busy,0.9999999999999999,No Conflict,0.36,0.6666666666666667,0.4500000000000002,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.2598684210526316,0.028124999999999997,0.36,2,2,1,2,2,0,0,1,0
TASK_300,Task 300,Payment,Backend,0.9333333333333333,0.050000000000000044,0.875,0.0,1 QA Tester,Medium,Busy,0.16666666666666666,Overlaps with Sprint 5,0.83,0.6666666666666667,0.5500000000000003,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.7807017543859649,0.3546875,0.83,2,0,0,3,2,2,0,1,0
TASK_301,Task 301,Dashboard,Backend,0.06666666666666671,0.15000000000000002,0.125,0.0,1 React Dev,Critical,Busy,0.6666666666666666,No Conflict,0.54,0.0,0.050000000000000044,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.14473684210526316,0.04187500000000001,0.54,1,0,1,0,2,0,0,1,0
TASK_302,Task 302,Authentication,FullStack,0.3333333333333333,0.0,0.125,0.0,1 QA Tester,Low,Available,0.9999999999999999,Overlaps with Holidays,0.46,0.16666666666666674,0.8500000000000001,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.47368421052631576,0.05312500000000002,0.46,0,3,0,2,0,1,0,1,0
TASK_303,Task 303,Dashboard,DevOps,0.7333333333333334,1.0,1.0,1.0,2 Backend Devs,Critical,Busy,0.6666666666666666,Overlaps with Holidays,0.79,0.16666666666666674,1.0,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.11578947368421053,0.125,0.79,1,1,2,0,2,1,0,1,0
TASK_304,Task 304,Dashboard,Backend,0.8,0.75,0.125,1.0,2 Backend Devs,Critical,Busy,0.33333333333333337,Overlaps with Holidays,0.28,0.8333333333333333,0.9000000000000004,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.17105263157894735,0.25625,0.28,1,0,2,0,2,1,0,1,0
TASK_305,Task 305,Sprint Planning,FullStack,0.9333333333333333,0.050000000000000044,0.125,0.0,2 Backend Devs,High,Available in March,0.0,No Conflict,0.92,0.8333333333333333,0.6499999999999999,Developer,1.0,1.0,Very Familiar,1.0,Somewhat Familiar,0.0,0.7807017543859649,0.8468749999999999,0.92,3,3,2,1,1,0,0,1,0
